"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"570","12/21/1978","Arizona","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"569","12/14/1978","West Virginia","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"568","12/12/1978","Kentucky","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"567","12/06/1978","Louisiana","SEVERE STORMS, TORNADOES","Major Disaster Declaration"
"3067","10/29/1978","California","Brush Fires","Emergency Declaration"
"566","10/09/1978","California","LANDSLIDES","Major Disaster Declaration"
"565","09/20/1978","Louisiana","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"564","09/15/1978","Arkansas","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"2031","09/12/1978","Colorado","Deer Creek Canyon Fire","Fire Management Assistance Declaration"
"562","08/18/1978","Commonwealth of the Northern Mariana Islands","Tropical Storm Carmen","Major Disaster Declaration"
"2030","08/11/1978","Oregon","Grave Creek Fire","Fire Management Assistance Declaration"
"563","08/09/1978","Alabama","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"3066","08/07/1978","New York","Chemical Waste, Love Canal","Emergency Declaration"
"561","08/03/1978","Texas","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"560","07/08/1978","Minnesota","Severe Storms, Tornadoes, Hail, Flooding","Major Disaster Declaration"
"3065","07/07/1978","North Dakota","Severe Storms and Tornadoes","Emergency Declaration"
"559","07/07/1978","Wisconsin","Severe Storms, Hail, Flooding, Tornadoes","Major Disaster Declaration"
"558","05/29/1978","Montana","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"557","05/29/1978","Wyoming","SEVERE STORMS, FLOODING, MUDSLIDES","Major Disaster Declaration"
"556","05/09/1978","Louisiana","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"3063","04/24/1978","Mississippi","Tornadoes","Emergency Declaration"
"3064","04/24/1978","Alabama","Tornadoes","Emergency Declaration"
"3062","04/22/1978","Arkansas","Tornadoes","Emergency Declaration"
"555","04/22/1978","Minnesota","STORMS, ICE JAMS, SNOWMELT, FLOODING","Major Disaster Declaration"
"554","04/17/1978","North Dakota","Storms, Ice Jams, Snowmelt, Flooding","Major Disaster Declaration"
"553","03/29/1978","Indiana","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"552","03/24/1978","Nebraska","Storms, Ice Jams, Snowmelt, Flooding","Major Disaster Declaration"
"551","03/04/1978","Arizona","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"550","02/17/1978","Maine","High Winds, Tidal Surge, Coastal Flooding","Major Disaster Declaration"
"548","02/16/1978","Rhode Island","Snow, Ice","Major Disaster Declaration"
"549","02/16/1978","New Hampshire","High Winds, Tidal Surge, Coastal Flooding","Major Disaster Declaration"
"3061","02/16/1978","North Dakota","Blizzard and Snowstorms","Emergency Declaration"
"547","02/15/1978","California","COASTAL STORMS, MUDSLIDES, FLOODING","Major Disaster Declaration"
"546","02/10/1978","Massachusetts","Coastal Storms, Flood, Ice, Snow","Major Disaster Declaration"
"3059","02/07/1978","Massachusetts","Blizzards and Snowstorms","Emergency Declaration"
"3058","02/07/1978","Rhode Island","Blizzards and Snowstorms","Emergency Declaration"
"3060","02/07/1978","Connecticut","Blizzards and Snowstorms","Emergency Declaration"
"3056","01/27/1978","Indiana","Blizzards and Snowstorms","Emergency Declaration"
"3057","01/27/1978","Michigan","Blizzards and Snowstorms","Emergency Declaration"
"3055","01/26/1978","Ohio","Blizzards and Snowstorms","Emergency Declaration"
"3054","01/20/1978","Arkansas","Tornadoes","Emergency Declaration"
