"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"1259","11/06/1998","Florida","Tropical Storm Mitch","Major Disaster Declaration"
"1258","11/05/1998","Kansas","Severe Storms and Flooding","Major Disaster Declaration"
"1257","10/21/1998","Texas","Severe Storms, Flooding and Tornadoes","Major Disaster Declaration"
"1256","10/19/1998","Missouri","Severe Storms and Flooding","Major Disaster Declaration"
"1255","10/16/1998","Washington","Landslide In The City Of Kelso","Major Disaster Declaration"
"1254","10/14/1998","Kansas","Severe Storms, Flooding, And Tornadoes","Major Disaster Declaration"
"1253","10/14/1998","Missouri","Severe Storms and Flooding","Major Disaster Declaration"
"1252","10/05/1998","Washington","Flooding","Major Disaster Declaration"
"1251","10/01/1998","Mississippi","Hurricane Georges","Major Disaster Declaration"
"1250","09/30/1998","Alabama","Hurricane Georges","Major Disaster Declaration"
"1249","09/28/1998","Florida","Hurricane Georges","Major Disaster Declaration"
"3133","09/28/1998","Alabama","Hurricane Georges","Emergency Declaration"
"3132","09/28/1998","Mississippi","Hurricane Georges","Emergency Declaration"
"3131","09/25/1998","Florida","Hurricane Georges","Emergency Declaration"
"2248","09/25/1998","Washington","Columbia County","Fire Management Assistance Declaration"
"1247","09/24/1998","Puerto Rico","Hurricane Georges","Major Disaster Declaration"
"1248","09/24/1998","Virgin Islands","Hurricane Georges","Major Disaster Declaration"
"1245","09/23/1998","Texas","Tropical Storm Frances","Major Disaster Declaration"
"1246","09/23/1998","Louisiana","Tropical Storm Frances and Hurricane Georges","Major Disaster Declaration"
"3129","09/21/1998","Virgin Islands","Hurricane Georges (Direct Federal Assist First 72 Hrs)","Emergency Declaration"
"3130","09/21/1998","Puerto Rico","Hurricane Georges","Emergency Declaration"
"1244","09/11/1998","New York","Severe Storms","Major Disaster Declaration"
"2247","09/09/1998","Oklahoma","Sugarloak Creek Fire","Fire Management Assistance Declaration"
"2246","09/09/1998","Texas","Mexico Fire","Fire Management Assistance Declaration"
"2245","09/08/1998","Texas","Potosi Fire","Fire Management Assistance Declaration"
"2244","09/05/1998","Texas","Speegleville Fire","Fire Management Assistance Declaration"
